Mod:Item:MetaData, Localized Name
undergroundbiomes:metamorphic_stone_redstone_ore:7, Migmatite Redstone Ore
undergroundbiomes:sedimentary_stone_redstone_ore:0, Limestone Redstone Ore
undergroundbiomes:sedimentary_stone_redstone_ore:1, Chalk Redstone Ore
undergroundbiomes:sedimentary_stone_redstone_ore:2, Shale Redstone Ore
undergroundbiomes:sedimentary_stone_redstone_ore:3, Siltstone Redstone Ore
undergroundbiomes:sedimentary_stone_redstone_ore:4, Lignite Block Redstone Ore
undergroundbiomes:sedimentary_stone_redstone_ore:5, Dolomite Redstone Ore
undergroundbiomes:sedimentary_stone_redstone_ore:6, Greywacke Redstone Ore
undergroundbiomes:sedimentary_stone_redstone_ore:7, Chert Redstone Ore
undergroundbiomes:igneous_stone_tile.gem_ore.tanzanite_ore:0, Red Granite Tanzanite Ore
undergroundbiomes:igneous_stone_tile.gem_ore.tanzanite_ore:1, Black Granite Tanzanite Ore
undergroundbiomes:igneous_stone_tile.gem_ore.tanzanite_ore:2, Rhyolite Tanzanite Ore
undergroundbiomes:igneous_stone_tile.gem_ore.tanzanite_ore:3, Andesite Tanzanite Ore
undergroundbiomes:igneous_stone_tile.gem_ore.tanzanite_ore:4, Gabbro Tanzanite Ore
undergroundbiomes:igneous_stone_tile.gem_ore.tanzanite_ore:5, Basalt Tanzanite Ore
undergroundbiomes:igneous_stone_tile.gem_ore.tanzanite_ore:6, Komatiite Tanzanite Ore
undergroundbiomes:igneous_stone_tile.gem_ore.tanzanite_ore:7, Dacite Tanzanite Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.tanzanite_ore:0, Gneiss Tanzanite Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.tanzanite_ore:1, Eclogite Tanzanite Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.tanzanite_ore:2, Marble Tanzanite Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.tanzanite_ore:3, Quartzite Tanzanite Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.tanzanite_ore:4, Blue Schist Tanzanite Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.tanzanite_ore:5, Green Schist Tanzanite Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.tanzanite_ore:6, Soapstone Tanzanite Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.tanzanite_ore:7, Migmatite Tanzanite Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.tanzanite_ore:0, Limestone Tanzanite Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.tanzanite_ore:1, Chalk Tanzanite Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.tanzanite_ore:2, Shale Tanzanite Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.tanzanite_ore:3, Siltstone Tanzanite Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.tanzanite_ore:4, Lignite Block Tanzanite Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.tanzanite_ore:5, Dolomite Tanzanite Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.tanzanite_ore:6, Greywacke Tanzanite Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.tanzanite_ore:7, Chert Tanzanite Ore
undergroundbiomes:igneous_stone_tile.gem_ore.malachite_ore:0, Red Granite Malachite Ore
undergroundbiomes:igneous_stone_tile.gem_ore.malachite_ore:1, Black Granite Malachite Ore
undergroundbiomes:igneous_stone_tile.gem_ore.malachite_ore:2, Rhyolite Malachite Ore
undergroundbiomes:igneous_stone_tile.gem_ore.malachite_ore:3, Andesite Malachite Ore
undergroundbiomes:igneous_stone_tile.gem_ore.malachite_ore:4, Gabbro Malachite Ore
undergroundbiomes:igneous_stone_tile.gem_ore.malachite_ore:5, Basalt Malachite Ore
undergroundbiomes:igneous_stone_tile.gem_ore.malachite_ore:6, Komatiite Malachite Ore
undergroundbiomes:igneous_stone_tile.gem_ore.malachite_ore:7, Dacite Malachite Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.malachite_ore:0, Gneiss Malachite Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.malachite_ore:1, Eclogite Malachite Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.malachite_ore:2, Marble Malachite Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.malachite_ore:3, Quartzite Malachite Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.malachite_ore:4, Blue Schist Malachite Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.malachite_ore:5, Green Schist Malachite Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.malachite_ore:6, Soapstone Malachite Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.malachite_ore:7, Migmatite Malachite Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.malachite_ore:0, Limestone Malachite Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.malachite_ore:1, Chalk Malachite Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.malachite_ore:2, Shale Malachite Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.malachite_ore:3, Siltstone Malachite Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.malachite_ore:4, Lignite Block Malachite Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.malachite_ore:5, Dolomite Malachite Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.malachite_ore:6, Greywacke Malachite Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.malachite_ore:7, Chert Malachite Ore
undergroundbiomes:igneous_stone_tile.techreborn.ore.silver:0, Red Granite Silver Ore
undergroundbiomes:igneous_stone_tile.techreborn.ore.silver:1, Black Granite Silver Ore
undergroundbiomes:igneous_stone_tile.techreborn.ore.silver:2, Rhyolite Silver Ore
undergroundbiomes:igneous_stone_tile.techreborn.ore.silver:3, Andesite Silver Ore
undergroundbiomes:igneous_stone_tile.techreborn.ore.silver:4, Gabbro Silver Ore
undergroundbiomes:igneous_stone_tile.techreborn.ore.silver:5, Basalt Silver Ore
undergroundbiomes:igneous_stone_tile.techreborn.ore.silver:6, Komatiite Silver Ore
undergroundbiomes:igneous_stone_tile.techreborn.ore.silver:7, Dacite Silver Ore
undergroundbiomes:metamorphic_stone_tile.techreborn.ore.silver:0, Gneiss Silver Ore
undergroundbiomes:metamorphic_stone_tile.techreborn.ore.silver:1, Eclogite Silver Ore
undergroundbiomes:metamorphic_stone_tile.techreborn.ore.silver:2, Marble Silver Ore
undergroundbiomes:metamorphic_stone_tile.techreborn.ore.silver:3, Quartzite Silver Ore
undergroundbiomes:metamorphic_stone_tile.techreborn.ore.silver:4, Blue Schist Silver Ore
undergroundbiomes:metamorphic_stone_tile.techreborn.ore.silver:5, Green Schist Silver Ore
undergroundbiomes:metamorphic_stone_tile.techreborn.ore.silver:6, Soapstone Silver Ore
undergroundbiomes:metamorphic_stone_tile.techreborn.ore.silver:7, Migmatite Silver Ore
undergroundbiomes:sedimentary_stone_tile.techreborn.ore.silver:0, Limestone Silver Ore
undergroundbiomes:sedimentary_stone_tile.techreborn.ore.silver:1, Chalk Silver Ore
undergroundbiomes:sedimentary_stone_tile.techreborn.ore.silver:2, Shale Silver Ore
undergroundbiomes:sedimentary_stone_tile.techreborn.ore.silver:3, Siltstone Silver Ore
undergroundbiomes:sedimentary_stone_tile.techreborn.ore.silver:4, Lignite Block Silver Ore
undergroundbiomes:sedimentary_stone_tile.techreborn.ore.silver:5, Dolomite Silver Ore
undergroundbiomes:sedimentary_stone_tile.techreborn.ore.silver:6, Greywacke Silver Ore
undergroundbiomes:sedimentary_stone_tile.techreborn.ore.silver:7, Chert Silver Ore
undergroundbiomes:igneous_stone_tile.gem_ore.sapphire_ore:0, Red Granite Sapphire Ore
undergroundbiomes:igneous_stone_tile.gem_ore.sapphire_ore:1, Black Granite Sapphire Ore
undergroundbiomes:igneous_stone_tile.gem_ore.sapphire_ore:2, Rhyolite Sapphire Ore
undergroundbiomes:igneous_stone_tile.gem_ore.sapphire_ore:3, Andesite Sapphire Ore
undergroundbiomes:igneous_stone_tile.gem_ore.sapphire_ore:4, Gabbro Sapphire Ore
undergroundbiomes:igneous_stone_tile.gem_ore.sapphire_ore:5, Basalt Sapphire Ore
undergroundbiomes:igneous_stone_tile.gem_ore.sapphire_ore:6, Komatiite Sapphire Ore
undergroundbiomes:igneous_stone_tile.gem_ore.sapphire_ore:7, Dacite Sapphire Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.sapphire_ore:0, Gneiss Sapphire Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.sapphire_ore:1, Eclogite Sapphire Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.sapphire_ore:2, Marble Sapphire Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.sapphire_ore:3, Quartzite Sapphire Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.sapphire_ore:4, Blue Schist Sapphire Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.sapphire_ore:5, Green Schist Sapphire Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.sapphire_ore:6, Soapstone Sapphire Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.sapphire_ore:7, Migmatite Sapphire Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.sapphire_ore:0, Limestone Sapphire Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.sapphire_ore:1, Chalk Sapphire Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.sapphire_ore:2, Shale Sapphire Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.sapphire_ore:3, Siltstone Sapphire Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.sapphire_ore:4, Lignite Block Sapphire Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.sapphire_ore:5, Dolomite Sapphire Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.sapphire_ore:6, Greywacke Sapphire Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.sapphire_ore:7, Chert Sapphire Ore
undergroundbiomes:igneous_stone_tile.nuclearcraft.ore.tin:0, Red Granite Tin Ore
undergroundbiomes:igneous_stone_tile.nuclearcraft.ore.tin:1, Black Granite Tin Ore
undergroundbiomes:igneous_stone_tile.nuclearcraft.ore.tin:2, Rhyolite Tin Ore
undergroundbiomes:igneous_stone_tile.nuclearcraft.ore.tin:3, Andesite Tin Ore
undergroundbiomes:igneous_stone_tile.nuclearcraft.ore.tin:4, Gabbro Tin Ore
undergroundbiomes:igneous_stone_tile.nuclearcraft.ore.tin:5, Basalt Tin Ore
undergroundbiomes:igneous_stone_tile.nuclearcraft.ore.tin:6, Komatiite Tin Ore
undergroundbiomes:igneous_stone_tile.nuclearcraft.ore.tin:7, Dacite Tin Ore
undergroundbiomes:metamorphic_stone_tile.nuclearcraft.ore.tin:0, Gneiss Tin Ore
undergroundbiomes:metamorphic_stone_tile.nuclearcraft.ore.tin:1, Eclogite Tin Ore
undergroundbiomes:metamorphic_stone_tile.nuclearcraft.ore.tin:2, Marble Tin Ore
undergroundbiomes:metamorphic_stone_tile.nuclearcraft.ore.tin:3, Quartzite Tin Ore
undergroundbiomes:metamorphic_stone_tile.nuclearcraft.ore.tin:4, Blue Schist Tin Ore
undergroundbiomes:metamorphic_stone_tile.nuclearcraft.ore.tin:5, Green Schist Tin Ore
undergroundbiomes:metamorphic_stone_tile.nuclearcraft.ore.tin:6, Soapstone Tin Ore
undergroundbiomes:metamorphic_stone_tile.nuclearcraft.ore.tin:7, Migmatite Tin Ore
undergroundbiomes:sedimentary_stone_tile.nuclearcraft.ore.tin:0, Limestone Tin Ore
undergroundbiomes:sedimentary_stone_tile.nuclearcraft.ore.tin:1, Chalk Tin Ore
undergroundbiomes:sedimentary_stone_tile.nuclearcraft.ore.tin:2, Shale Tin Ore
undergroundbiomes:sedimentary_stone_tile.nuclearcraft.ore.tin:3, Siltstone Tin Ore
undergroundbiomes:sedimentary_stone_tile.nuclearcraft.ore.tin:4, Lignite Block Tin Ore
undergroundbiomes:sedimentary_stone_tile.nuclearcraft.ore.tin:5, Dolomite Tin Ore
undergroundbiomes:sedimentary_stone_tile.nuclearcraft.ore.tin:6, Greywacke Tin Ore
undergroundbiomes:sedimentary_stone_tile.nuclearcraft.ore.tin:7, Chert Tin Ore
undergroundbiomes:igneous_stone_tile.nuclearcraft.ore.lead:0, Red Granite Lead Ore
undergroundbiomes:igneous_stone_tile.nuclearcraft.ore.lead:1, Black Granite Lead Ore
undergroundbiomes:igneous_stone_tile.nuclearcraft.ore.lead:2, Rhyolite Lead Ore
undergroundbiomes:igneous_stone_tile.nuclearcraft.ore.lead:3, Andesite Lead Ore
undergroundbiomes:igneous_stone_tile.nuclearcraft.ore.lead:4, Gabbro Lead Ore
undergroundbiomes:igneous_stone_tile.nuclearcraft.ore.lead:5, Basalt Lead Ore
undergroundbiomes:igneous_stone_tile.nuclearcraft.ore.lead:6, Komatiite Lead Ore
undergroundbiomes:igneous_stone_tile.nuclearcraft.ore.lead:7, Dacite Lead Ore
undergroundbiomes:metamorphic_stone_tile.nuclearcraft.ore.lead:0, Gneiss Lead Ore
undergroundbiomes:metamorphic_stone_tile.nuclearcraft.ore.lead:1, Eclogite Lead Ore
undergroundbiomes:metamorphic_stone_tile.nuclearcraft.ore.lead:2, Marble Lead Ore
undergroundbiomes:metamorphic_stone_tile.nuclearcraft.ore.lead:3, Quartzite Lead Ore
undergroundbiomes:metamorphic_stone_tile.nuclearcraft.ore.lead:4, Blue Schist Lead Ore
undergroundbiomes:metamorphic_stone_tile.nuclearcraft.ore.lead:5, Green Schist Lead Ore
undergroundbiomes:metamorphic_stone_tile.nuclearcraft.ore.lead:6, Soapstone Lead Ore
undergroundbiomes:metamorphic_stone_tile.nuclearcraft.ore.lead:7, Migmatite Lead Ore
undergroundbiomes:sedimentary_stone_tile.nuclearcraft.ore.lead:0, Limestone Lead Ore
undergroundbiomes:sedimentary_stone_tile.nuclearcraft.ore.lead:1, Chalk Lead Ore
undergroundbiomes:sedimentary_stone_tile.nuclearcraft.ore.lead:2, Shale Lead Ore
undergroundbiomes:sedimentary_stone_tile.nuclearcraft.ore.lead:3, Siltstone Lead Ore
undergroundbiomes:sedimentary_stone_tile.nuclearcraft.ore.lead:4, Lignite Block Lead Ore
undergroundbiomes:sedimentary_stone_tile.nuclearcraft.ore.lead:5, Dolomite Lead Ore
undergroundbiomes:sedimentary_stone_tile.nuclearcraft.ore.lead:6, Greywacke Lead Ore
undergroundbiomes:sedimentary_stone_tile.nuclearcraft.ore.lead:7, Chert Lead Ore
undergroundbiomes:igneous_stone_actuallyadditions_block_misc_3:0, Red Granite Black Quartz Ore
undergroundbiomes:igneous_stone_actuallyadditions_block_misc_3:1, Black Granite Black Quartz Ore
undergroundbiomes:igneous_stone_actuallyadditions_block_misc_3:2, Rhyolite Black Quartz Ore
undergroundbiomes:igneous_stone_actuallyadditions_block_misc_3:3, Andesite Black Quartz Ore
undergroundbiomes:igneous_stone_actuallyadditions_block_misc_3:4, Gabbro Black Quartz Ore
undergroundbiomes:igneous_stone_actuallyadditions_block_misc_3:5, Basalt Black Quartz Ore
undergroundbiomes:igneous_stone_actuallyadditions_block_misc_3:6, Komatiite Black Quartz Ore
undergroundbiomes:igneous_stone_actuallyadditions_block_misc_3:7, Dacite Black Quartz Ore
undergroundbiomes:metamorphic_stone_actuallyadditions_block_misc_3:0, Gneiss Black Quartz Ore
undergroundbiomes:metamorphic_stone_actuallyadditions_block_misc_3:1, Eclogite Black Quartz Ore
undergroundbiomes:metamorphic_stone_actuallyadditions_block_misc_3:2, Marble Black Quartz Ore
undergroundbiomes:metamorphic_stone_actuallyadditions_block_misc_3:3, Quartzite Black Quartz Ore
undergroundbiomes:metamorphic_stone_actuallyadditions_block_misc_3:4, Blue Schist Black Quartz Ore
undergroundbiomes:metamorphic_stone_actuallyadditions_block_misc_3:5, Green Schist Black Quartz Ore
undergroundbiomes:metamorphic_stone_actuallyadditions_block_misc_3:6, Soapstone Black Quartz Ore
undergroundbiomes:metamorphic_stone_actuallyadditions_block_misc_3:7, Migmatite Black Quartz Ore
undergroundbiomes:sedimentary_stone_actuallyadditions_block_misc_3:0, Limestone Black Quartz Ore
undergroundbiomes:sedimentary_stone_actuallyadditions_block_misc_3:1, Chalk Black Quartz Ore
undergroundbiomes:sedimentary_stone_actuallyadditions_block_misc_3:2, Shale Black Quartz Ore
undergroundbiomes:sedimentary_stone_actuallyadditions_block_misc_3:3, Siltstone Black Quartz Ore
undergroundbiomes:sedimentary_stone_actuallyadditions_block_misc_3:4, Lignite Block Black Quartz Ore
undergroundbiomes:sedimentary_stone_actuallyadditions_block_misc_3:5, Dolomite Black Quartz Ore
undergroundbiomes:sedimentary_stone_actuallyadditions_block_misc_3:6, Greywacke Black Quartz Ore
undergroundbiomes:sedimentary_stone_actuallyadditions_block_misc_3:7, Chert Black Quartz Ore
undergroundbiomes:igneous_stone_gold_ore:0, Red Granite Gold Ore
undergroundbiomes:igneous_stone_gold_ore:1, Black Granite Gold Ore
undergroundbiomes:igneous_stone_gold_ore:2, Rhyolite Gold Ore
undergroundbiomes:igneous_stone_gold_ore:3, Andesite Gold Ore
undergroundbiomes:igneous_stone_gold_ore:4, Gabbro Gold Ore
undergroundbiomes:igneous_stone_gold_ore:5, Basalt Gold Ore
undergroundbiomes:igneous_stone_gold_ore:6, Komatiite Gold Ore
undergroundbiomes:igneous_stone_gold_ore:7, Dacite Gold Ore
undergroundbiomes:metamorphic_stone_gold_ore:0, Gneiss Gold Ore
undergroundbiomes:metamorphic_stone_gold_ore:1, Eclogite Gold Ore
undergroundbiomes:metamorphic_stone_gold_ore:2, Marble Gold Ore
undergroundbiomes:metamorphic_stone_gold_ore:3, Quartzite Gold Ore
undergroundbiomes:metamorphic_stone_gold_ore:4, Blue Schist Gold Ore
undergroundbiomes:metamorphic_stone_gold_ore:5, Green Schist Gold Ore
undergroundbiomes:metamorphic_stone_gold_ore:6, Soapstone Gold Ore
undergroundbiomes:metamorphic_stone_gold_ore:7, Migmatite Gold Ore
undergroundbiomes:sedimentary_stone_gold_ore:0, Limestone Gold Ore
undergroundbiomes:sedimentary_stone_gold_ore:1, Chalk Gold Ore
undergroundbiomes:sedimentary_stone_gold_ore:2, Shale Gold Ore
undergroundbiomes:sedimentary_stone_gold_ore:3, Siltstone Gold Ore
undergroundbiomes:sedimentary_stone_gold_ore:4, Lignite Block Gold Ore
undergroundbiomes:sedimentary_stone_gold_ore:5, Dolomite Gold Ore
undergroundbiomes:sedimentary_stone_gold_ore:6, Greywacke Gold Ore
undergroundbiomes:sedimentary_stone_gold_ore:7, Chert Gold Ore
undergroundbiomes:igneous_stone_tile.gem_ore.ruby_ore:0, Red Granite Ruby Ore
undergroundbiomes:igneous_stone_tile.gem_ore.ruby_ore:1, Black Granite Ruby Ore
undergroundbiomes:igneous_stone_tile.gem_ore.ruby_ore:2, Rhyolite Ruby Ore
undergroundbiomes:igneous_stone_tile.gem_ore.ruby_ore:3, Andesite Ruby Ore
undergroundbiomes:igneous_stone_tile.gem_ore.ruby_ore:4, Gabbro Ruby Ore
undergroundbiomes:igneous_stone_tile.gem_ore.ruby_ore:5, Basalt Ruby Ore
undergroundbiomes:igneous_stone_tile.gem_ore.ruby_ore:6, Komatiite Ruby Ore
undergroundbiomes:igneous_stone_tile.gem_ore.ruby_ore:7, Dacite Ruby Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.ruby_ore:0, Gneiss Ruby Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.ruby_ore:1, Eclogite Ruby Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.ruby_ore:2, Marble Ruby Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.ruby_ore:3, Quartzite Ruby Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.ruby_ore:4, Blue Schist Ruby Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.ruby_ore:5, Green Schist Ruby Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.ruby_ore:6, Soapstone Ruby Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.ruby_ore:7, Migmatite Ruby Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.ruby_ore:0, Limestone Ruby Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.ruby_ore:1, Chalk Ruby Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.ruby_ore:2, Shale Ruby Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.ruby_ore:3, Siltstone Ruby Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.ruby_ore:4, Lignite Block Ruby Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.ruby_ore:5, Dolomite Ruby Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.ruby_ore:6, Greywacke Ruby Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.ruby_ore:7, Chert Ruby Ore
undergroundbiomes:igneous_stone_tile.techreborn.ore.ruby:0, Red Granite Ruby Ore
undergroundbiomes:igneous_stone_tile.techreborn.ore.ruby:1, Black Granite Ruby Ore
undergroundbiomes:igneous_stone_tile.techreborn.ore.ruby:2, Rhyolite Ruby Ore
undergroundbiomes:igneous_stone_tile.techreborn.ore.ruby:3, Andesite Ruby Ore
undergroundbiomes:igneous_stone_tile.techreborn.ore.ruby:4, Gabbro Ruby Ore
undergroundbiomes:igneous_stone_tile.techreborn.ore.ruby:5, Basalt Ruby Ore
undergroundbiomes:igneous_stone_tile.techreborn.ore.ruby:6, Komatiite Ruby Ore
undergroundbiomes:igneous_stone_tile.techreborn.ore.ruby:7, Dacite Ruby Ore
undergroundbiomes:metamorphic_stone_tile.techreborn.ore.ruby:0, Gneiss Ruby Ore
undergroundbiomes:metamorphic_stone_tile.techreborn.ore.ruby:1, Eclogite Ruby Ore
undergroundbiomes:metamorphic_stone_tile.techreborn.ore.ruby:2, Marble Ruby Ore
undergroundbiomes:metamorphic_stone_tile.techreborn.ore.ruby:3, Quartzite Ruby Ore
undergroundbiomes:metamorphic_stone_tile.techreborn.ore.ruby:4, Blue Schist Ruby Ore
undergroundbiomes:metamorphic_stone_tile.techreborn.ore.ruby:5, Green Schist Ruby Ore
